source_rank,company_name,domain,api_name,event_headline,event_url,event_date,event_type,source_publisher,relevance_confidence,source_field,raw_response_path
6,Sony Group Corporation,sony.com,Google News RSS,"Sony Corporation (NYSE:SONY) Receives Consensus Rating of ""Hold"" from Analysts - MarketBeat",https://news.google.com/rss/articles/CBMixgFBVV95cUxPS2tLdHdMUGVzUUZmWVh2bjU2SGhnaVFndjlFaVVlNEl3THBYNndwWmNuMmpMMHhabzNPY2JjUVdkaXRzXzFxdEhMRVh5Wm9UcHFQUU10aVBFMkVpNE41NktoYTRzV2ZkRTZ0UnhCcU4tazVMclZxTFZlVmRMbWJaQTRRMGNGaENJYnA3elRINm9fSi1vX2RqYWkwOFhWeHdmbUd6MWFmbXBiZUhvNGtDQllXMnFxYXJ2b2hCRXhqV1ViVkliVmc?oc=5,2026-06-10,other,MarketBeat,0.45,items.5,raw/google_news_rss/data/sony_group_corporation.json
6,Sony Group Corporation,sony.com,Google News RSS,"Sony Group's 80th Anniversary: Then, Now, and the Future - Sony",https://news.google.com/rss/articles/CBMiXkFVX3lxTFBUM2VxeHFZbHQ1NDg4d1ZyWWNXb3dTaERJbllhWThmYnR0T2ZXVjhsOE1VcFM1aVFwQTJGdDdOU3dsTzRiM1QzbW9HRzJRX2JJUzJVbkozdlRPOVMxUlE?oc=5,2026-05-07,other,Sony,0.45,items.6,raw/google_news_rss/data/sony_group_corporation.json
6,Sony Group Corporation,sony.com,Google News RSS,"Sony Group Corporation Stock 12‑Month Price Target Cut to JPY 4693.7, Implies 36% Upside - TradingView",https://news.google.com/rss/articles/CBMi4gFBVV95cUxQY1JmWV9mOGh1TUU4VmFiYlB2d1F4ckxSZkpYZ21qaWpGNGxmWWE4V3JGc3l4WDUya0ZVWmtMN0pqMXVmaGNNWWN1SndGVlptOXlZcG9OQmNzcFc4RlFuT0ZVS1F2MmpZMmpVLXNRSkNMMExEVmRhQ1lOSmRPTGNkMGdNY0dFOVdrMDE2Z29tZUhnaHpVR2dLZXA5R0N1OGstaEprRHphZTZhM21KUS1zUno0R2dzZGphdlVacTFsYlcxOEZyaHRtOUh3cHU3MHN2TFFwR3Vyb3EyNEdlTGh6eGpB?oc=5,2026-06-10,other,TradingView,0.70,items.7,raw/google_news_rss/data/sony_group_corporation.json
6,Sony Group Corporation,sony.com,Google News RSS,Is Sony Group Corporation (SONY) A Good Stock To Buy Now? - Yahoo Finance,https://news.google.com/rss/articles/CBMingFBVV95cUxNNDFFV2w5cDJpdjB2TUJhZlNyYWtUdDBMb1B2bDQtWWRLVXhncmNLOUdhNHFhWHRHa2hNYjFXcXU1V1BxanJDTjJpbmlrMXZsZ1pwczV6emY5TS1pd0VZYUZwOW1CaHhJdEcwVUpMUkt1d2hXUVhWQVpBQ0Z1amttOFJidWhXRVdRUlA3NzZzamwtd1RYMmcyRDZzRU1ZZw?oc=5,2026-05-14,other,Yahoo Finance,0.70,items.8,raw/google_news_rss/data/sony_group_corporation.json
6,Sony Group Corporation,sony.com,Google News RSS,Capital World Investors Has $129.97 Million Holdings in Sony Corporation $SONY - MarketBeat,https://news.google.com/rss/articles/CBMi0gFBVV95cUxQa3MtSVZYMmljbTNuX01zQUdMUlVwSHdQQkZXNUI4b2N6WldXcWlielJzV1NpdW42dXZ0bE5JWHpQLUxYdkMwWXprUFY1VkFJdzFZM25fVzJWZ1FrX180amJMbHI3Q0FOUGxqeW9CRC1qMF9oNF9rbE12bWp3VlBCNGhKRTlTZ3JlZFRrc0hWbFFzOWU5YU5VT2hqQ090YzJEMWw3RmtWb3BZN3pRelRscVlrWVJjaWw1TlFZbHBVTDg3NXQ2dW9EN1E3QVpOdGFYVkE?oc=5,2026-06-09,funding,MarketBeat,0.55,items.9,raw/google_news_rss/data/sony_group_corporation.json
7,Samsung Electronics,samsung.com,Google News RSS,Galaxy XR Helps Reimagine Blood Donation Experiences for Donors Worldwide - Samsung,https://news.google.com/rss/articles/CBMiqAFBVV95cUxQcVFLUGVwVVdmVEpKbUZuQmducTBvWUxKRGZvNGVZSmprVmtBM2oxaER5eG82bWVBNnUzNkpKcGZwMUY0VzEyLUZMR1V2UTA5OXpNWFdjSDdSMkFYUXY4SVN3WFMzdnUtMGpzRXpOeVN0T3dIczRpNjdXZl9oOWtzNXhLbGlfbENRQkxfUTlDNEVCTjVxelFtdWpuUGNKUWVzcVd2MEU1UG4?oc=5,2026-06-10,other,Samsung,0.45,items.0,raw/google_news_rss/data/samsung_electronics.json
7,Samsung Electronics,samsung.com,Google News RSS,ABB and Samsung partner to connect building intelligence with enterprise IoT - ABB,https://news.google.com/rss/articles/CBMitgFBVV95cUxPV0ZSd3NfMEdYZk4tcEtOTjZNTjZ2TjU3dXMxRlVkTm8xV1I3V0FjaURjekJKVDlfNFB1a19RZE5Pb2tiT2ZROVFNR1laVnV2d0pMZlVEM3IxR2VlbUdscTU5SHRkSWVwVVJ6UzBhZVd4RlU5YWV4b3Vmd0dIQ2pyT3N0RW5JVVBvMGVrMzVKMWF2Rnl3MVllQmhkQ2Zpb0UxOWhqdkN3eUEzMS1PNTZ5OERUdkh6dw?oc=5,2026-06-10,partnership,ABB,0.55,items.1,raw/google_news_rss/data/samsung_electronics.json
7,Samsung Electronics,samsung.com,Google News RSS,"Samsung memory chip staff in line for £310,000 bonuses after AI profit-sharing deal - The Guardian",https://news.google.com/rss/articles/CBMiqwFBVV95cUxOQ3ZBY1FwOENXcXdZTV85NDFGOFpJZ0ZkUWpzQjd4MjRkWkhuQVEyenpEX0NicmExYzVlTG12VF9ScUtveDllT0YzelpzNklNNENqcF95Mnk2dlpDQXBMZ0ZjZjd3clB1RVlBV0RoeEFieDRJQlR5cllxTVhoT3lKVXNKd210RkFYYTNfbWZOd0pLOEw0TzNzS3FXdlBGS1J6UmVGdkxrd3NkcDA?oc=5,2026-05-27,other,The Guardian,0.45,items.2,raw/google_news_rss/data/samsung_electronics.json
7,Samsung Electronics,samsung.com,Google News RSS,"Samsung, LG shares rally ahead of Nvidia CEO meetings with Korean executives - Reuters",https://news.google.com/rss/articles/CBMingFBVV95cUxPbEpOLWNDOFpkWFJ6Ti1VT0xfTnRrTkN6UGV1WU5kZ0xTQjRkcXQyOWNPamt5UUt2bldNVDloVU5pUURtVEk5cFpJYkFBNzRDR0tMZGNRdlpfOFZOS3RFZXdXV1VPZEdhaWlESmdBUkdVbWh1aldBcm4wMFpIajJWekFIRkI2YzU0TXl1ZDNZLU1XT0FldlpGYkVWYzJrZw?oc=5,2026-06-01,leadership,Reuters,0.55,items.3,raw/google_news_rss/data/samsung_electronics.json
7,Samsung Electronics,samsung.com,Google News RSS,Samsung's shares surge as much as 6% after company ships next-generation AI memory chip samples - CNBC,https://news.google.com/rss/articles/CBMifkFVX3lxTFAxTlZIemkybWxHOGZuT0dRU3NsaEZVYkNLR0ZHVWpqR285cTVpeDVTTjE2S29EcE82NVhqUzZFcWJITHBjS2hiTUhmRzhMcVVRMEtWYVVrRlJzYWJZTEFUemVhMkxqclFDUnZLRm1KRXNNN2VjTDhLdU8zdVozd9IBgwFBVV95cUxNQ3B6dGllZmswNmw1YUoxWmJFOEt5dnpGcXNMejNKQ1VDU3MtQURvQlZicXFaVi1sZ3JzM21wSkd6QjlyMEN3WXRTUHdpX0FTZXJ4VnNOTEQxbGlueHhxZHdncEYwci14SHhjY3NidldNd011QmxwZ2owdkc3eVpkbFczOA?oc=5,2026-05-28,other,CNBC,0.45,items.4,raw/google_news_rss/data/samsung_electronics.json
7,Samsung Electronics,samsung.com,Google News RSS,Samsung Electronics to move US headquarters from New Jersey to Texas - The Korea Times,https://news.google.com/rss/articles/CBMiwwFBVV95cUxQUHF4N2hRRkVtcExQT0FYUkV0MUFhVEs4azYtV1lKV0NTXzA3TXpWd2E1RXNPc1hGQVNmRWM4ckNwQW9uSUFYVGxzcGNvMlR5ZFhZNkRCbnJaRFVCNTE3dGFzOUhwaDlYMmNoWHQwOHhlUUFvYWtIREZSQjBGQXBJakRMTldjYlFxOUZvc2QxRi1sZEkyTGYycFcxN055d2lpZzFtRkJJeGdqbFBsbTR2aWlhcEl5QTFPQkRZcTdNZVhOeTjSAcgBQVVfeXFMTlp1anNHX1AzaTlpRmo1eE1sdmYxc0RzSnkwTElzVTFjZ1BtbGFqbERQVGhEVW4tenJncjFpeG4xUzJGY2hLVDdUQ3FvR1FQczdxLVp6TmxCZ2Z6a3FkN29idnQ5U05OVUFxVHgzbEVvS2VzUl9PR21HTHhSV084YmlqMzhsV2dqTGMwZmdJQS1sNWFiVHRzYzFfSU5ndTlqeWt4RWt6RnNlSW5FWGhnbzlyTkgzdXJtTk81dlFwX2RoVG04VkhnQk4?oc=5,2026-06-01,other,The Korea Times,0.70,items.5,raw/google_news_rss/data/samsung_electronics.json
7,Samsung Electronics,samsung.com,Google News RSS,Samsung Unions Approve Pay Deal That Highlights Inequality of A.I. Age - The New York Times,https://news.google.com/rss/articles/CBMiigFBVV95cUxQbERJcG9vdjBZWW5pc2hnZERveGhjMHhrNFkxX3RKVndJZ1hqN1haNHlVLWd4eXRkbnhfaVc1TjRjckVFYTV5S2JFRzFDYURNYXB3elR0b1FzVEtkZm9Bb3hVQzB4emFVQXdLWC0yVmlDNkZpWXJuOHRoQmpKempjc0FxX2FJYm9lNFE?oc=5,2026-05-27,other,The New York Times,0.45,items.6,raw/google_news_rss/data/samsung_electronics.json
7,Samsung Electronics,samsung.com,Google News RSS,"Samsung Workers Approve Pay Deal Promising Bonuses That Could Top $400,000 - WSJ",https://news.google.com/rss/articles/CBMikAFBVV95cUxNdkQ3eWpLZzRrdEh4VHdzLVU3dXNBVDB5N3BJa1c0THFmVkN4ZmtjdG5zcnpnNnNXVE12T2ZTU1U1Ukh6aW5ZUkxGV0k0eDl1QWhPY3p0NWFReUpjem1KdU9mc1l1N2JSa21rN2RiczJUTW5mUUphcFBONjNnRGpnUUFCUktFRTlEREl0VUFkQ0M?oc=5,2026-05-27,other,WSJ,0.45,items.7,raw/google_news_rss/data/samsung_electronics.json
7,Samsung Electronics,samsung.com,Google News RSS,Samsung avoids strike as workers approve massive bonus deal - DW.com,https://news.google.com/rss/articles/CBMilwFBVV95cUxOMm9wMkxqTy1xTU51WG5uSlp3LWRxSGQ4MHozRXl3U1hsZkpDVkFRSFVURHBzOFFVWGVtOXBqMmNWSXJaVE5QLVBGZmdaYmQ2N0pKUlZLb05ELUlYbEtMZ2RHb2x1RlpSajJzaG1HUXFiRG5vRmVzOXlhdXIyQVVVQ0t1SUhOX0doRlZfUWJ1UklsZ3c5R2s00gGXAUFVX3lxTE5KSTcwM2hjWHJTdkc2MFViTU9GbEMxRmNCcDFFc1NFOFVId2lqV21IVVlwSklaaDJTMy11cGxRLWF5ZGdyYk9hTDhtWE4xRHA0b0ttQ0hCZVZnODFNbGFWWUIxdXZBOWZRUWtOcHdwTzFwUTVUcWt3emttanpTRTNSWG5LMWdyUU83eDNnd04wUkViYTEwRXc?oc=5,2026-05-27,other,DW.com,0.45,items.8,raw/google_news_rss/data/samsung_electronics.json
7,Samsung Electronics,samsung.com,Google News RSS,Samsung strike on hold as workers push for AI bonus - BBC,https://news.google.com/rss/articles/CBMiWkFVX3lxTFB3Z1Q5bTlHTF9HUG1iNWlOemhiN1d4ODBNa21mUzBZYXZ5Mnc4Qk11aFVzZ1ZySVc0RUIwQjZIS193ajc3VmFzTXUwMmtGWE14RDVxMEZQQkJvdw?oc=5,2026-05-20,other,BBC,0.45,items.9,raw/google_news_rss/data/samsung_electronics.json
8,SK Hynix,skhynix.com,Google News RSS,Micron Stock Roars Back as It Shrugs Off Memory-Chip Threat From Rival - Barron's,https://news.google.com/rss/articles/CBMiigFBVV95cUxPdXVPdk9SbzJxdjN3YjA2WFVkaEdKbnB3NUlwTXgwVnJRc1paS2RoOVo4ZGc0NHZRZDNUSmxzMzhKNFZIS1dNbThjUllmWEhSMkZmdzlOX0dSWnNTQ1pnVjBqZWU5NVNWWndXWF9XUXk2M19tSGM0d1V0RF9RZ21FV0xOSFIwcUFFR3c?oc=5,2026-06-11,other,Barron's,0.45,items.0,raw/google_news_rss/data/sk_hynix.json
8,SK Hynix,skhynix.com,Google News RSS,Second Fire at SK Hynix Sparks Safety Management Questions - 조선일보,https://news.google.com/rss/articles/CBMiiAFBVV95cUxOT1lMekxENGJYVmIyZ3BiYWsxM1pUVC1sSU1zcERlYURtNEFqSGNKd0V1ZFY0UFA0X05Ta0xEbTc5YTEzQXRUUWZ2RXdkelV1ME14bkxPcnBYeGlJeDQzeUpSd0xqVlRncV8zWkpLTHF5YTZqWXdQNXB2cGJYeHlfX2xkdEZjZUNt?oc=5,2026-06-12,other,조선일보,0.70,items.1,raw/google_news_rss/data/sk_hynix.json
8,SK Hynix,skhynix.com,Google News RSS,"The race to deliver HBM4E samples has begun, with SK hynix potentially moving ahead to June, while Samsung has already taken the lead. - 富途牛牛",https://news.google.com/rss/articles/CBMilwFBVV95cUxQR20zLWtTQnpaUWRobVlidUFEcGhvdTJ3V09SZXVsQTM5OTFHZ04zR1E3b1J3MmtfczRXV0phdS1wNkdpdW5TZWM2QWtTTWNVcEUyS1dPMk5yaHdlZkhVR1RxSndtd1piYlBtM09UX192S09ESHNlenNtc1hranVrNVpFdkczYXh0R3ZmV241QU5WOGJVcVA0?oc=5,2026-06-14,other,富途牛牛,0.70,items.2,raw/google_news_rss/data/sk_hynix.json
8,SK Hynix,skhynix.com,Google News RSS,"Banks Curb Hedge Fund Bets on SK Hynix, Samsung After Wild Moves - Bloomberg.com",https://news.google.com/rss/articles/CBMitAFBVV95cUxOQ2Y1OUp2TlRCbnA0QWRnYWI3UXNZV1JSTEEzYVo2aXhHTVV0Z0c5MS1TbUwzUnN1OHJlSHg4WlJ1YzFYWmFvTmo0T2U3bEtHY3dvaU03WE5KanpsYWFvNlc1NUY5Qk9xOXM3UGNac1M2aDB6aFZDeE44S2xBdXlGYzhGNGk5Q2FIX0lPUHJ5dmtqbUY4WURvVUstbmtSMDl3bFZDOXFtd1hXSjlwRkVLUzZoTjc?oc=5,2026-06-12,other,Bloomberg.com,0.70,items.3,raw/google_news_rss/data/sk_hynix.json
8,SK Hynix,skhynix.com,Google News RSS,"Exclusive: South Korea's SK Hynix to opt for Nasdaq for planned US listing, sources say - Reuters",https://news.google.com/rss/articles/CBMiwgFBVV95cUxOMkU2V1FrUkRUM0E4UkVxVjlWYjVNbU1kYzI4SkJoTkxtWDZWVm10WVpsMkFGYWhIVE9FWmxnRmxOcHZaeTBpeERFOHNyVzRjc1RTVWpKT3lLRV9NYU5IVzJUNGx6LXpmczFPUHdzOVVaMDU2RXlCeDNMSkpmQkd3Q3BibXV3ZFlmQmtJOEZDN2xtYU9TWEJ6YXZzVUYxR3B5N3ptVW5Tc0xVQ21wX3l4MS05NjBVc25xZUdrVWQ5UnhVdw?oc=5,2026-06-12,other,Reuters,0.70,items.4,raw/google_news_rss/data/sk_hynix.json
8,SK Hynix,skhynix.com,Google News RSS,"Final Trades: Jefferies Financial, Goldman Sachs, Kinder Morgan and the SK Hynix - CNBC",https://news.google.com/rss/articles/CBMivAFBVV95cUxQdTFCYWNwdkNrWUszMmtIM0ZjYjZvNHdQZk91UVRpUlV5RVhMQVpBQjRRc01Qa1pndkRUTVdxLUtjUXRVaWFRbjhMa1l4bFZvREVMdkpjZnFnbS1CTnJpeWNpaGota25PWmFWc0hkSFdjQmhJZTdTSlNyWXp5TUFDeUIzYzJ1TGJ3RDVfSjFzc1BjSVN1ckR6US1TWVhSZkdPRjlQUVhWOXh0VkloZXVxbXBfSTNGU3k4elduaQ?oc=5,2026-06-12,other,CNBC,0.70,items.5,raw/google_news_rss/data/sk_hynix.json
8,SK Hynix,skhynix.com,Google News RSS,"South Korea concrete delivery halt threatens Samsung, SK Hynix chip plant work, media reports - Yahoo Finance",https://news.google.com/rss/articles/CBMipgFBVV95cUxNb054X2w0bDlSLTZ2SlRNMEowaVZuWV9abnkzY3g3ZjhoWGR0RHduZ3JySDdnZDdqZnkzNVNfdTJ5djdWcUZvWk9pY2pxN3lLSHNnWDBtZjRIUDJLLTByd1VIOTdwclQ1QmNLQ0YyaHotZlgteDQyNnFncDVfVzNoSHBRbzN1end2UnBfV1J3WnNNQ19ISURKcFpULUVYbTV6ZTlyU2NB?oc=5,2026-06-12,other,Yahoo Finance,0.70,items.6,raw/google_news_rss/data/sk_hynix.json
8,SK Hynix,skhynix.com,Google News RSS,SK Hynix to triple wafer capacity by 2034: Chairman Chey - Nikkei Asia,https://news.google.com/rss/articles/CBMiqAFBVV95cUxQQm9QNXFrdUdpaENTa0U5X3RJbU92aHVMMHJvWW53eDY3Y0ZLQUpBbGh5MGFFbEhLWDhDNWYweFZDMTllclpmNDZwSXNxb0ZJcGwzX0prbmVNamFFZ0RxdkdyVzBPSGtHNWVIYzZ5OU91S0R6YzZkUF95cGhiZFRCb0pUNHZTa3V3X3R2QjJ4Zm1WeWowSkJDc0tsaVZVVG1la2dQT21PWW0?oc=5,2026-06-10,leadership,Nikkei Asia,0.80,items.7,raw/google_news_rss/data/sk_hynix.json
8,SK Hynix,skhynix.com,Google News RSS,"[News] The Race to 400-Layer NAND: Roadmaps and Key Technologies Driving Samsung, SK hynix, and Kioxia - TrendForce",https://news.google.com/rss/articles/CBMi2AFBVV95cUxNWmM1dTRtMjVfZkZpYXlrLTc2TndsV2NvWkNyX1dhODlTd2ktZ0tscTVTVWlRbnh2WFYxWkttaDVzZ2dDaUZENjVvakd6b1BCajlKU1FBNFNIQTNxQjFJUDJqWmw2eDRoeUxMU3ljOWRSUC1PbWJDM3BuMUIwWEJ2cWdneU40NVdkRVBfa2M0SWRORDNQdlFkYkhDTXdUbUthc2hKeUhVaGE1dzJuZWFIQkxoTFFMS2xJTENqd01uYzdQSjRSM3FSYUU2RTdSQmN5eVQzclN4ZjI?oc=5,2026-06-12,other,TrendForce,0.70,items.8,raw/google_news_rss/data/sk_hynix.json
8,SK Hynix,skhynix.com,Google News RSS,"SK hynix to Mass Produce 375-Layer NAND by Year-End, Introduce Molybdenum - thelec.net",https://news.google.com/rss/articles/CBMiZ0FVX3lxTE5ucXdUTVZPWnVxckNoWnlBblRPVjNlODkwNnlaaDBoUjlFSUtMOGNZMjZyLTNCTTVjbDRKbWdFTFNyZHltOF85bFF6N294ZG5oRkxhRzQzZGVndzJaYzNibU9RMlcxMWc?oc=5,2026-06-10,launch,thelec.net,0.80,items.9,raw/google_news_rss/data/sk_hynix.json
9,Infosys,infosys.com,Google News RSS,"IHH Healthcare Collaborates with Infosys on a Multi-Country, AI-Powered ERP Transformation to Accelerate Growth - PR Newswire",https://news.google.com/rss/articles/CBMi-gFBVV95cUxOOEdZY0ZGamdTR19SSEVhQ252cU9tODhGVzBrX2R3aU1aRHhGZGtQTGlzUFBad2I0R2lzMm44bG4tSmM5c2JCd2ZLeFl4c1pacDM5V3R6SmI1NzZrM3JFU29tS3g1UUZlSVpGMndXQ3VPN284VVhsai1KSGtZTThtNzV4MVVmc1hQR1pRbUpKZHFsbUFxZG5aOUZaMjUtNnB2cXFkdDU2S3pnY0VMTUk0bnJnLVNsc1RBQklTd3FKTnFYU1BRNXlpV1FCNnFWMTBqVG1QRFFaTzU0X2R3Y0R5aUdUWThBSDRWTE5zLTNDV2FWbGpaVnctbUlR?oc=5,2026-06-11,other,PR Newswire,0.70,items.0,raw/google_news_rss/data/infosys.json
9,Infosys,infosys.com,Google News RSS,Infosys Collaborates with CMMI Institute to Shape Enterprise AI Maturity Framework; Achieves Milestone Recognition - Yahoo Finance,https://news.google.com/rss/articles/CBMirwFBVV95cUxPNFZXVkpXc1AwQ3B5dk1IMkVwZXkyUVJIOHB2RHFtMElaTWxVWU9ESFlxQk1TdmU0WjlEZ1hMaXZuYVdjRXc3WkJrTUhqTjE4ZkpQSnM2SjY0SUVIM2ZERFVtVFdmdkZfSndaVWJjTGhzYTBXRU16ZUtJUFFyZ204ZUJlTmpiM2xXNFh1ZVA3N2NnWFZ1R00xckR6cHI4M1JrZ3QyV1RNcF9Rc0J3U3E4?oc=5,2026-06-11,other,Yahoo Finance,0.70,items.1,raw/google_news_rss/data/infosys.json
9,Infosys,infosys.com,Google News RSS,"Where TCS, HCLTech, Infosys, and the rest still win - The Ken",https://news.google.com/rss/articles/CBMikAFBVV95cUxPbmQ3UVZsNWtvMHNGVER1Zm1hODFjMXJWZVJqeEo2VEFCVkk0U2ktWXEtcEVLdFdSajNLUnlKNGpYNWVCQ2tyNDVkT0hJb0ZUdU56dlhZVVUtVC1lRTBYWVI1Uy1TU2I5LUw1LWZ0Q2xKZWdDLUdLQ1p3SWd5blljZTBveUFfbnlVZW1zTElZTFY?oc=5,2026-06-13,other,The Ken,0.70,items.2,raw/google_news_rss/data/infosys.json
9,Infosys,infosys.com,Google News RSS,"Infosys, TCS, HCL Tech, Wipro, TechM: IT stocks in focus as Nasdaq tumbles - msn.com",https://news.google.com/rss/articles/CBMi5AFBVV95cUxPNXI4VVdiZXJsV1NGRlFRRnFXZm41SFQ2TWtPYUNJZ0pYVXYxeHVMMGd2MEh2LXJUU2Z3MW5EcXhPWTA0RmJvdDRDRGwwYXU1d04waC0wampiZk1fY0ZaeXllcEVWQUdvaGplX0l0akdEbUh0bG12UHpsTHNEemJRWTdHWlMzMVVDS0phTFA4RGFYQk1yandCUGpQaXpZQTRLT1MwZjZuVms4NlU0Zkh0c0xuSVRqeE9WbU5uYUNZYy04RmtQQWxnclNta1BQNFdjV05LVG1naVhvd0JoM215RzBTOG8?oc=5,2026-06-13,other,msn.com,0.70,items.3,raw/google_news_rss/data/infosys.json
9,Infosys,infosys.com,Google News RSS,"Infosys, TCS and Wipro scale Microsoft 365 Copilot to over 300,000 employees - Microsoft Source",https://news.google.com/rss/articles/CBMiwwFBVV95cUxOOG4zc2VVWGtUTllEdVFnd1BLVm9aRFlkM3EtU2dWQ2hMcTdqYUtIREFvdnZ1b2tTdEQxbkI0NmVfNmptNmEtanZqUmRkYTd3bGxRMkYyVHZmMjdkMzBRRGRqX2RGVUwxbmw2cGd1Q0NFMks3cWFqM0hiZXNiWTVlQXN5bW9YcXcwN2pBeUlLeG5uTFNiR19KUjVjWGVPanNDZlpvNnNSNWVwdGJMeHgyTWJVSGlucUlsUHZvdXQyRXQtRVE?oc=5,2026-06-03,other,Microsoft Source,0.70,items.4,raw/google_news_rss/data/infosys.json
9,Infosys,infosys.com,Google News RSS,Infosys stock hits 52-week low at 11.55 USD - Investing.com,https://news.google.com/rss/articles/CBMinwFBVV95cUxQaUNPQ0tNZTA3QVZscFJzS3FBUm01aHBlWW9IMWNMeG9Wc0hXS21QNGtWNFpqdUxUWGZyMFBSTGxJRDB5dENCdm5aLTc1UnNQZjBYbGwzR0FNTHdoQm1FZFdaQXpTWDYwWFk5QmdTRkxTS0lvejRZNVhFb0FGQmhJT2pHSlg3R0hVVm9iODdtaVFRbkptaHVadjFfcUtEVFE?oc=5,2026-06-11,other,Investing.com,0.70,items.5,raw/google_news_rss/data/infosys.json
9,Infosys,infosys.com,Google News RSS,"Infosys stock rating: CLSA bullish, sees $300-400 billion opportunity in GenAI; check target price - Moneycontrol.com",https://news.google.com/rss/articles/CBMi7wFBVV95cUxQdWtrWkl0R3kxTUwzd0J4bmY3SXVHMzhLWWVUSWYtWDU1RTFqZU96dzUzc3hQNks5M0doekxLN3FXaEpqdnJ6bEg5TUZ0bzIwc1RoQlNGRWMxMkxFU1cta01YTlhLQzlDdW5tcHJGemxQMElOMXVXeEZXNG1nWVQ3NEVJdHZHQUkzaWRTODlaTWJSQ2F5RjVoTkJwN0U3aFJjVEszTW9wbGpGeUJ3LVJQRmVnTEMxV2V1clNJbWZqWHB2djN1VElwU0tGTDNWcWx3MWlKNVFkV280a0ZIME1TRDRLamNxazBkX2ROUFRTSdIB9AFBVV95cUxPY1VmZm1najBOVWRSNDlLUlRXNVdweVNNMjIzMFRiWko4SWtieUJxazVmbkZvaVpjOVFVS2NPd3ZFejF3Z0lwbGhabVZzZ1R0a2lrNWM2RkhkX3paTy1VdE5fNTNSdUxfcWMwNFlFQVdqQ2ZlN0I1RjFlT2dYX1NNYi1wbU5PZkVuLTJPemFDUExEcUJ6X2xQbDBRWUNtdXRsVW05em1NWUpvZFBWVXhSSXBxVzJIY2dtazcxYXp5NTRyWjNrbURxS3R6dnJucnBPT2JZRHpxMnNTNkRPbGpMejJtMUFGRnlzWElFR2Zvekc0enBm?oc=5,2026-06-11,other,Moneycontrol.com,0.70,items.6,raw/google_news_rss/data/infosys.json
9,Infosys,infosys.com,Google News RSS,Infosys adds more crorepati employees as ₹1 crore-plus earners rise 16% to 130 - Storyboard18,https://news.google.com/rss/articles/CBMi2AFBVV95cUxQaTh3LUp4TlQyaS1NTDFYX3dDY2o4clo3c0MycktNZERnaVJVLUQ2dC1sVGIySloxUnBpMWVIY3RYOHR3clcwZGJDeFA1LUZLNnE1WmFGcTU1S1ZFN28wSmszSF96T3pJZ0hsb1VHUGhydXdHUDN1Vkk5Yk43UXEzczVvS1lqRXlZZzJqOW9pOU5DY0JNOUVIZjNzdnI3VWJvTDItS0xFRWNqaERVTDM1M1VnNWhYaXpPN1MyZWMtYVExeUkwR2Q5NlRwcTJVS3UxMEhBZFVPc2_SAd4BQVVfeXFMT0FNeWdZNXBEcW1PUl9YS3lxWDVWQTk3TzlweUxBTVVISUlvQzlRNUNFX0w1R0dOaXJudTJUdUNOVVQ0ejdWWUt2cmFzS2Z6cFZONGFwaERVUUsxdHlvXy1jOE9QbmZmdko2Y1JqN1ljY2ZBRzRCeGV1cERUYlFpazlfdzZLVk1rRXplVjVYeEZLQW5GaWFqWlI0d2tFNERTMGNDX1cyV3BnWk9teV9kSmVORUk1eUszeUY0OGtxMll4N24ybkE4YTRUX25BakVkZ0ZvMXFSTVUtRUtUYXdR?oc=5,2026-06-04,other,Storyboard18,0.70,items.7,raw/google_news_rss/data/infosys.json
9,Infosys,infosys.com,Google News RSS,Infosys to overhaul IHH's ERP across Asian markets - IT Brief Asia,https://news.google.com/rss/articles/CBMigwFBVV95cUxQajRaS2RiWGxOazZoRV9jdVg4SzhCaUxXcU9acGtnTmVaN1BPQlJKS3ZnSTRmcmJ6bEJnc3M2SGVCajdoM3c2blhVaW1WbTFwY1pZVGpyNkxIcG9keTVUSVRpMlpfci0tZ0lPUDA4UG85SVdWUEladGFDNVEyNllhMHZ2bw?oc=5,2026-06-12,other,IT Brief Asia,0.70,items.8,raw/google_news_rss/data/infosys.json
