timestamp,api_name,company_name,domain,endpoint_used,http_status,status,latency_ms,credits_used,rate_limit,records_retrieved,error_message,raw_response_path,api_log_path
2026-06-13T11:42:31Z,PredictLeads Job Openings API,Singapore Telecommunications,singtel.com,PredictLeads job openings endpoint,Not Tested,Not Tested,0,0,,0,PredictLeads API credential was reported invalid; leave as blocked until a valid key is provided.,raw/predictleads_job_openings_api/data/singapore_telecommunications.json,
2026-06-13T11:42:31Z,PredictLeads Job Openings API,United Overseas Bank,uobgroup.com,PredictLeads job openings endpoint,Not Tested,Not Tested,0,0,,0,PredictLeads API credential was reported invalid; leave as blocked until a valid key is provided.,raw/predictleads_job_openings_api/data/united_overseas_bank.json,
2026-06-13T11:42:31Z,PredictLeads Job Openings API,ST Engineering,stengg.com,PredictLeads job openings endpoint,Not Tested,Not Tested,0,0,,0,PredictLeads API credential was reported invalid; leave as blocked until a valid key is provided.,raw/predictleads_job_openings_api/data/st_engineering.json,
2026-06-13T11:42:31Z,PredictLeads Job Openings API,Toyota Motor Corporation,global.toyota,PredictLeads job openings endpoint,Not Tested,Not Tested,0,0,,0,PredictLeads API credential was reported invalid; leave as blocked until a valid key is provided.,raw/predictleads_job_openings_api/data/toyota_motor_corporation.json,
2026-06-13T11:42:31Z,PredictLeads Job Openings API,Sony Group Corporation,sony.com,PredictLeads job openings endpoint,Not Tested,Not Tested,0,0,,0,PredictLeads API credential was reported invalid; leave as blocked until a valid key is provided.,raw/predictleads_job_openings_api/data/sony_group_corporation.json,
2026-06-13T11:42:31Z,PredictLeads Job Openings API,Samsung Electronics,samsung.com,PredictLeads job openings endpoint,Not Tested,Not Tested,0,0,,0,PredictLeads API credential was reported invalid; leave as blocked until a valid key is provided.,raw/predictleads_job_openings_api/data/samsung_electronics.json,
2026-06-13T11:42:31Z,PredictLeads Job Openings API,SK Hynix,skhynix.com,PredictLeads job openings endpoint,Not Tested,Not Tested,0,0,,0,PredictLeads API credential was reported invalid; leave as blocked until a valid key is provided.,raw/predictleads_job_openings_api/data/sk_hynix.json,
2026-06-13T11:42:31Z,PredictLeads Job Openings API,Infosys,infosys.com,PredictLeads job openings endpoint,Not Tested,Not Tested,0,0,,0,PredictLeads API credential was reported invalid; leave as blocked until a valid key is provided.,raw/predictleads_job_openings_api/data/infosys.json,
2026-06-13T11:42:31Z,PredictLeads Job Openings API,BHP,bhp.com,PredictLeads job openings endpoint,Not Tested,Not Tested,0,0,,0,PredictLeads API credential was reported invalid; leave as blocked until a valid key is provided.,raw/predictleads_job_openings_api/data/bhp.json,
2026-06-13T11:42:31Z,LinkUp / Aura,DBS Group,dbs.com,Sample/demo on request,Not Tested,Not Tested,0,0,,0,LinkUp/Aura require sample/demo access; not executed for this free-tier run.,raw/linkup_aura/data/dbs_group.json,
2026-06-13T11:42:31Z,LinkUp / Aura,Singapore Telecommunications,singtel.com,Sample/demo on request,Not Tested,Not Tested,0,0,,0,LinkUp/Aura require sample/demo access; not executed for this free-tier run.,raw/linkup_aura/data/singapore_telecommunications.json,
2026-06-13T11:42:31Z,LinkUp / Aura,United Overseas Bank,uobgroup.com,Sample/demo on request,Not Tested,Not Tested,0,0,,0,LinkUp/Aura require sample/demo access; not executed for this free-tier run.,raw/linkup_aura/data/united_overseas_bank.json,
2026-06-13T11:42:31Z,LinkUp / Aura,ST Engineering,stengg.com,Sample/demo on request,Not Tested,Not Tested,0,0,,0,LinkUp/Aura require sample/demo access; not executed for this free-tier run.,raw/linkup_aura/data/st_engineering.json,
2026-06-13T11:42:31Z,LinkUp / Aura,Toyota Motor Corporation,global.toyota,Sample/demo on request,Not Tested,Not Tested,0,0,,0,LinkUp/Aura require sample/demo access; not executed for this free-tier run.,raw/linkup_aura/data/toyota_motor_corporation.json,
2026-06-13T11:42:31Z,LinkUp / Aura,Sony Group Corporation,sony.com,Sample/demo on request,Not Tested,Not Tested,0,0,,0,LinkUp/Aura require sample/demo access; not executed for this free-tier run.,raw/linkup_aura/data/sony_group_corporation.json,
2026-06-13T11:42:31Z,LinkUp / Aura,Samsung Electronics,samsung.com,Sample/demo on request,Not Tested,Not Tested,0,0,,0,LinkUp/Aura require sample/demo access; not executed for this free-tier run.,raw/linkup_aura/data/samsung_electronics.json,
2026-06-13T11:42:31Z,LinkUp / Aura,SK Hynix,skhynix.com,Sample/demo on request,Not Tested,Not Tested,0,0,,0,LinkUp/Aura require sample/demo access; not executed for this free-tier run.,raw/linkup_aura/data/sk_hynix.json,
2026-06-13T11:42:31Z,LinkUp / Aura,Infosys,infosys.com,Sample/demo on request,Not Tested,Not Tested,0,0,,0,LinkUp/Aura require sample/demo access; not executed for this free-tier run.,raw/linkup_aura/data/infosys.json,
2026-06-13T11:42:31Z,LinkUp / Aura,BHP,bhp.com,Sample/demo on request,Not Tested,Not Tested,0,0,,0,LinkUp/Aura require sample/demo access; not executed for this free-tier run.,raw/linkup_aura/data/bhp.json,
